Sample	Population code	Population	Superpopulation code	Superpopulation	Source	Latitude	Longitude	Region	Sample Alias	Country	Town	Single_Ancestry
NA18489	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18498	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18499	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18501	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18502	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18504	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18505	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18507	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18508	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18510	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18511	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18516	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18517	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18519	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18520	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18522	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18523	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18525	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18526	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18528	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18530	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18531	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18532	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18533	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18534	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18535	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18536	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18537	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18538	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18539	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18541	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18542	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18543	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18544	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18545	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18546	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18547	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18548	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18549	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18550	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18552	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18553	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18555	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18557	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18558	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18559	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18560	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18561	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18562	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18563	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18564	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18565	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18566	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18567	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18570	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18571	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18572	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18573	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18574	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18577	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18579	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18582	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18591	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18592	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18593	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18595	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18596	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18597	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18599	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18602	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18603	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18605	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18606	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18608	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18609	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18610	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18611	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18612	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18613	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18614	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18615	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18616	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18617	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18618	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18619	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18620	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18621	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18622	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18623	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18624	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18625	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18626	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18627	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18628	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18629	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18630	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18631	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18632	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18633	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18634	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18635	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18636	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18637	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18638	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18639	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18640	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18641	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18642	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18643	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18644	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18645	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18646	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18647	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18648	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18740	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18745	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18747	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18748	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18749	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18757	CHB	Han Chinese	EAS	East Asian	1kG	39.916667	116.383333	Beijing				1
NA18853	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18856	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18858	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18861	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18864	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18865	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18867	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18868	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18870	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18871	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18873	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18874	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18876	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18877	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18878	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18879	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18881	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18907	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18908	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18909	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18910	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18912	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18915	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18916	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18917	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18923	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18924	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18933	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18934	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18939	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18940	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo	LP6005592-DNA_C02	Japan	Tokyo	1
NA18941	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18942	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18943	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18944	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18945	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18946	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18947	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18948	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18949	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18950	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18951	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18952	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18953	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18954	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18956	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18957	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18959	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18960	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18961	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18962	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18963	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18964	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18965	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18966	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18967	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18968	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18969	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18970	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18971	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18972	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18973	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18974	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18975	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18976	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18977	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18978	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18979	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18980	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18981	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18982	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18983	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18984	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18985	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18986	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18987	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18988	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18989	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18990	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18991	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18992	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18993	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18994	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18995	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18997	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18998	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA18999	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19000	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19001	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19002	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19003	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19004	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19005	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19006	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19007	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19009	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19010	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19011	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19012	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19017	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	"Webuye Division, of Bungoma district in western Kenya"				1
NA19019	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	"Webuye Division, of Bungoma district in western Kenya"				1
NA19020	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	"Webuye Division, of Bungoma district in western Kenya"				1
NA19023	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	"Webuye Division, of Bungoma district in western Kenya"	LP6005442-DNA_F11	Kenya	Webuye	1
NA19024	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	"Webuye Division, of Bungoma district in western Kenya"				1
NA19025	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	"Webuye Division, of Bungoma district in western Kenya"				1
NA19026	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	"Webuye Division, of Bungoma district in western Kenya"				1
NA19027	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	"Webuye Division, of Bungoma district in western Kenya"				1
NA19028	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	"Webuye Division, of Bungoma district in western Kenya"				1
NA19030	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	"Webuye Division, of Bungoma district in western Kenya"				1
NA19031	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	"Webuye Division, of Bungoma district in western Kenya"				1
NA19035	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	"Webuye Division, of Bungoma district in western Kenya"				1
NA19036	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	"Webuye Division, of Bungoma district in western Kenya"				1
NA19037	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	"Webuye Division, of Bungoma district in western Kenya"				1
NA19038	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	"Webuye Division, of Bungoma district in western Kenya"				1
NA19041	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	"Webuye Division, of Bungoma district in western Kenya"				1
NA19042	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	"Webuye Division, of Bungoma district in western Kenya"				1
NA19043	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	"Webuye Division, of Bungoma district in western Kenya"				1
NA19054	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19055	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19056	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19057	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19058	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19059	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19060	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19062	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19063	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19064	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19065	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19066	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19067	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19068	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19070	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19072	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19074	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19075	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19076	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19077	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19078	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19079	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19080	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19081	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19082	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19083	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19084	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19085	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19086	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19087	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19088	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19089	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19090	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19091	JPT	Japanese	EAS	East Asian	1kG	35.689722	139.692222	Tokyo				1
NA19092	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA19093	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA19095	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA19096	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA19098	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA19099	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA19102	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA19107	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA19108	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA19113	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA19114	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA19116	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA19117	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
